"GeneID","CHR","PRODUCT","FREQ","SNP_per_GENE","INS_per_GENE","DEL_per_GENE","INDELS","START","END","LENGTH"
"CTYZ_00000952","Ctyz_7","Cytidylyltransferase (HIGH family) exon-1",2,2,0,0,0,791029,791883,854
"CTYZ_00000952","Ctyz_7","Cytidylyltransferase (HIGH family) exon-1",2,2,0,0,0,789965,790984,1019
"CTYZ_00000953","Ctyz_7","Ribosomal protein L1/ribosomal biogenesis protein",1,1,0,0,0,792063,792812,749
"CTYZ_00000954","Ctyz_7","Leo1-like protein",1,1,0,0,0,792927,793727,800
"CTYZ_00000955","Ctyz_7","Helicase superfamily 1/2, ATP-binding domain, DinG/Rad3-type containing protein",1,1,0,0,0,795417,796139,722
"CTYZ_00000955","Ctyz_7","Helicase superfamily 1/2, ATP-binding domain, DinG/Rad3-type containing protein",1,1,0,0,0,793772,795373,1601
"CTYZ_00000959","Ctyz_7","Uncharacterized protein",1,1,0,0,0,801412,802857,1445
"CTYZ_00000960","Ctyz_7","Uncharacterized protein",1,1,0,0,0,802943,803536,593
"CTYZ_00000961","Ctyz_7","Uncharacterized protein",2,2,0,0,0,803563,805434,1871
"CTYZ_00000964","Ctyz_7","Mpp10 family of U3 processosome protein",1,1,0,0,0,808032,809684,1652
"CTYZ_00000967","Ctyz_7","PP2C phosphatase",2,2,0,0,0,813567,814922,1355
"CTYZ_00000972","Ctyz_7","Proteasome subunit alpha",1,0,1,0,1,821829,822530,701
"CTYZ_00000973","Ctyz_7","Heat shock protein Hsp90",3,3,0,0,0,822752,825112,2360
"CTYZ_00000974","Ctyz_7","TPR repeat containing protein",1,1,0,0,0,825185,827557,2372
"CTYZ_00000975","Ctyz_7","HAT (Half-A-TPR) repeat containing protein",1,1,0,0,0,827769,829976,2207
"CTYZ_00000978","Ctyz_7","DNA-directed RNA polymerase subunit beta",1,1,0,0,0,833129,836659,3530
"CTYZ_00000979","Ctyz_7","Polyprenyl synthetase",5,5,0,0,0,837100,838497,1397
"CTYZ_00000981","Ctyz_7","Oligomeric golgi complex protein 4",1,1,0,0,0,839315,841696,2381
"CTYZ_00000982","Ctyz_7","Protein kinase domain containing protein",1,1,0,0,0,842172,842534,362
"CTYZ_00000982","Ctyz_7","Protein kinase domain containing protein",1,1,0,0,0,842588,842703,115
"CTYZ_00000982","Ctyz_7","Protein kinase domain containing protein",1,1,0,0,0,842750,842832,82
"CTYZ_00000982","Ctyz_7","Protein kinase domain containing protein",1,1,0,0,0,842878,843014,136
"CTYZ_00000983","Ctyz_7","Uncharacterized protein",2,2,0,0,0,843366,843644,278
"CTYZ_00000985","Ctyz_7","Cyclin",5,5,0,0,0,844690,846477,1787
"CTYZ_00000986","Ctyz_7","Myosin motor domain containing protein",2,2,0,0,0,846774,849221,2447
"CTYZ_00000987","Ctyz_7","putative Secreted Protein",21,21,0,0,0,849541,858243,8702
"CTYZ_00000988","Ctyz_7","Uncharacterized protein",4,4,0,0,0,858612,863756,5144
"CTYZ_00000989","Ctyz_7","Uncharacterized protein",65,65,0,0,0,863987,868249,4262
"CTYZ_00000990","Ctyz_7","Uncharacterized protein",26,24,1,1,2,868694,870502,1808
"CTYZ_00000991","Ctyz_7","Uncharacterized protein",54,54,0,0,0,870651,872900,2249
"CTYZ_00000992","Ctyz_7","Uncharacterized protein",16,16,0,0,0,873154,873864,710
"CTYZ_00000993","Ctyz_7","Uncharacterized protein",58,58,0,0,0,874094,876898,2804
"CTYZ_00000994","Ctyz_7","Uncharacterized protein",10,9,1,0,1,877306,877842,536
"CTYZ_00000995","Ctyz_7","putative Secreted Protein",96,96,0,0,0,878096,883090,4994
"CTYZ_00000996","Ctyz_7","Ubiquitin-like autophagy protein Apg12",10,10,0,0,0,883514,883568,54
"CTYZ_00000996","Ctyz_7","Ubiquitin-like autophagy protein Apg12",10,10,0,0,0,883337,883443,106
"CTYZ_00000996","Ctyz_7","Ubiquitin-like autophagy protein Apg12",10,10,0,0,0,883223,883285,62
"CTYZ_00000996","Ctyz_7","Ubiquitin-like autophagy protein Apg12",10,10,0,0,0,883093,883149,56
"CTYZ_00000997","Ctyz_7","DnaJ/Sec63 domain containing protein",32,32,0,0,0,883969,885849,1880
"CTYZ_00000998","Ctyz_7","Uncharacterized protein",45,45,0,0,0,886202,887572,1370
"CTYZ_00000999","Ctyz_7","Calcium-dependent protein kinase 7 (CDPK)(CPK7)",16,16,0,0,0,887620,888690,1070
"CTYZ_00001000","Ctyz_7","Uncharacterized protein",17,17,0,0,0,889199,890089,890
"CTYZ_00001001","Ctyz_7","Cysteine rich protein with two potential transmembrane domain regions",65,63,1,1,2,890296,891990,1694
"CTYZ_00001002","Ctyz_7","Kinase phosphorylation domain containing protein",10,10,0,0,0,892283,892783,500
"CTYZ_00001003","Ctyz_7","THIF-type NAD/FAD binding fold-containing protein",28,28,0,0,0,892954,893024,70
"CTYZ_00001003","Ctyz_7","THIF-type NAD/FAD binding fold-containing protein",28,28,0,0,0,893081,893157,76
"CTYZ_00001003","Ctyz_7","THIF-type NAD/FAD binding fold-containing protein",28,28,0,0,0,893224,893969,745
"CTYZ_00001004","Ctyz_7","eIF4A-1 eukaryotic translation initiation factor 4A-1 RNA SFII helicase",23,23,0,0,0,894095,895279,1184
"CTYZ_00001005","Ctyz_7","2*FF domain containing protein (Phosphopeptide binding)",36,36,0,0,0,895334,896626,1292
"CTYZ_00001006","Ctyz_7","Pleiotropic regulator 1",37,37,0,0,0,896801,898060,1259
"CTYZ_00001007","Ctyz_7","Small nuclear ribonucleoprotein G",2,2,0,0,0,898426,898489,63
"CTYZ_00001007","Ctyz_7","Small nuclear ribonucleoprotein G",2,2,0,0,0,898198,898373,175
"CTYZ_00001008","Ctyz_7","PX/WD40 domain containing protein",12,12,0,0,0,899346,901121,1775
"CTYZ_00001009","Ctyz_7","ubiquitin-like autophagy protein Atg8",1,1,0,0,0,901190,901438,248
"CTYZ_00001010","Ctyz_7","Uncharacterized protein",1,1,0,0,0,902154,903260,1106
"CTYZ_00001011","Ctyz_7","Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II",1,1,0,0,0,903515,906187,2672
"CTYZ_00001012","Ctyz_7","Cryptopsoridial mucin",10,9,0,1,1,906658,912201,5543
"CTYZ_00001014","Ctyz_7","Uncharacterized protein",3,3,0,0,0,912972,914729,1757
"CTYZ_00001017","Ctyz_7","Signal recognition particle subunit SRP72",1,1,0,0,0,916446,918485,2039
"CTYZ_00001018","Ctyz_7","Arsenical pump ATPase, ArsA/GET3",7,7,0,0,0,919635,919799,164
"CTYZ_00001018","Ctyz_7","Arsenical pump ATPase, ArsA/GET3",7,7,0,0,0,918677,919582,905
"CTYZ_00001018","Ctyz_7","Arsenical pump ATPase, ArsA/GET3",7,7,0,0,0,918521,918622,101
"CTYZ_00001019","Ctyz_7","Thioredoxin",2,1,1,0,1,920074,921360,1286
"CTYZ_00001020","Ctyz_7","Alpha superhelical protein",1,1,0,0,0,921415,923484,2069
"CTYZ_00001024","Ctyz_7","Glycosyltransferase 2-like",1,1,0,0,0,929910,931151,1241
"CTYZ_00001026","Ctyz_7","WD40/YVTN repeat-like-doman containing protein",1,1,0,0,0,933117,934340,1223
"CTYZ_00001027","Ctyz_7","PP2C phosphatase",3,3,0,0,0,934550,936436,1886
"CTYZ_00001031","Ctyz_7","Cation-transporting P-type Atpase",1,1,0,0,0,941274,944660,3386
"CTYZ_00001035","Ctyz_7","TCP-1/cpn60 chaperonin",1,1,0,0,0,947176,948771,1595
"CTYZ_00001036","Ctyz_7","Uncharacterized protein",3,3,0,0,0,948862,950688,1826
"CTYZ_00001037","Ctyz_7","Prohibitin",1,1,0,0,0,950923,951741,818
"CTYZ_00001039","Ctyz_7","Uncharacterized protein",4,4,0,0,0,954041,955858,1817
"CTYZ_00001041","Ctyz_7","Uncharacterized Protein",7,5,2,0,2,957680,960325,2645
"CTYZ_00001042","Ctyz_7","Uncharacterized Protein",4,2,2,0,2,960364,960873,509
"CTYZ_00001043","Ctyz_7","Major facilitator superfamily domain containing protein",1,1,0,0,0,961729,963291,1562
"CTYZ_00001045","Ctyz_7","Cysteine-rich secretory protein, allergen V5/Tpx-1-related",5,5,0,0,0,965046,970040,4994
"CTYZ_00001046","Ctyz_7","Uncharacterized Protein",1,1,0,0,0,970600,971628,1028
"CTYZ_00001047","Ctyz_7","putative Glycoprotein",3,2,1,0,1,971835,973616,1781
"CTYZ_00001049","Ctyz_7","putative Secreted Protein",13,13,0,0,0,975734,985459,9725
"CTYZ_00001050","Ctyz_7","Myosin motor domain containing protein",1,1,0,0,0,985723,990702,4979
"CTYZ_00001053","Ctyz_7","Small GTP-binding protein domain containing protein",1,1,0,0,0,993353,993929,576
"CTYZ_00001053","Ctyz_7","Small GTP-binding protein domain containing protein",1,1,0,0,0,993206,993285,79
"CTYZ_00001054","Ctyz_7","Eukaryotic nuclear movement protein nudC-like protein",1,1,0,0,0,994290,995210,920
"CTYZ_00001055","Ctyz_7","Coronin",1,1,0,0,0,995953,997341,1388
"CTYZ_00001056","Ctyz_7","Ubiquitin-conjugating enzyme/RWD-like domain-containing protein",1,1,0,0,0,997515,998489,974
"CTYZ_00001057","Ctyz_7","Calcineurin-like phosphoesterase",4,4,0,0,0,998560,1001037,2477
"CTYZ_00001058","Ctyz_7","Uncharacterized protein",1,1,0,0,0,1001619,1001999,380
"CTYZ_00001059","Ctyz_7","Glycosyltransferase 2-like",2,2,0,0,0,1002104,1002979,875
"CTYZ_00001060","Ctyz_7","Elongation factor EF1-gamma (Glutathione S-transferase family)",1,1,0,0,0,1003071,1004216,1145
"CTYZ_00001061","Ctyz_7","60S ribosomal protein L6",2,2,0,0,0,1004903,1005454,551
"CTYZ_00001064","Ctyz_7","Uncharacterized Protein",45,44,1,0,1,1009427,1014322,4895
"CTYZ_00001065","Ctyz_7","putative Secreted Protein",14,9,1,4,5,1016010,1018556,2546
"CTYZ_00001066","Ctyz_7","ABC transporter",8,8,0,0,0,1018757,1023529,4772
"CTYZ_00001067","Ctyz_7","ABC transporter integral membrane type-1 fused domain containing protein",5,5,0,0,0,1024766,1028929,4163
"CTYZ_00001068","Ctyz_7","Uncharacterized Protein",2,2,0,0,0,1029524,1035196,5672
"CTYZ_00001071","Ctyz_7","Sushi/SCR/CCP/SbsA/lg-like domain containing protein",6,6,0,0,0,1037809,1047051,9242
"CTYZ_00001074","Ctyz_7","Alpha/beta knot methyltransferase",1,1,0,0,0,1048710,1049915,1205
"CTYZ_00001075","Ctyz_7","RNA helicase, DEAD-box type, Q motif domain containing protein",1,1,0,0,0,1050015,1051724,1709
"CTYZ_00001077","Ctyz_7","Replication protein A",1,1,0,0,0,1053446,1053573,127
"CTYZ_00001077","Ctyz_7","Replication protein A",1,1,0,0,0,1053692,1055786,2094
"CTYZ_00001079","Ctyz_7","PPM-type phosphatase domain containing protein",1,1,0,0,0,1056698,1057600,902
"CTYZ_00001081","Ctyz_7","Uncharacterized Protein",4,3,0,1,1,1059098,1060477,1379
"CTYZ_00001084","Ctyz_7","Uncharacterized protein",4,4,0,0,0,1061800,1062960,1160
"CTYZ_00001085","Ctyz_7","AAA+ ATPase domain containing protein",2,2,0,0,0,1063092,1065836,2744
"CTYZ_00001087","Ctyz_7","START domain containing protein",1,1,0,0,0,1066901,1067893,992
"CTYZ_00001091","Ctyz_7","Rab GDP dissociation inhibitor",1,1,0,0,0,1072716,1074476,1760
"CTYZ_00001096","Ctyz_7","PPM-type phosphatase domain containing protein",1,1,0,0,0,1079164,1081215,2051
"CTYZ_00001097","Ctyz_7","Amino acid transporter",4,4,0,0,0,1081625,1083427,1802
"CTYZ_00001099","Ctyz_7","Uncharacterized Protein",4,4,0,0,0,1086776,1087957,1181
"CTYZ_00001101","Ctyz_7","Mechanosensitive ion channel MscS containing protein",4,4,0,0,0,1088537,1091398,2861
"CTYZ_00001104","Ctyz_7","Uncharacterized protein",1,1,0,0,0,1093850,1098661,4811
"CTYZ_00001107","Ctyz_7","Uncharacterized Protein",2,2,0,0,0,1100397,1101377,980
"CTYZ_00001108","Ctyz_7","Uncharacterized protein",6,6,0,0,0,1101690,1102886,1196
"CTYZ_00001109","Ctyz_7","Ubiquitin carboxyl-terminal hydrolase",2,2,0,0,0,1103434,1106136,2702
"CTYZ_00001110","Ctyz_7","Zinc finger, RING/FYVE/PHD-type domain containing protein",1,1,0,0,0,1106927,1107859,932
"CTYZ_00001111","Ctyz_7","Uncharacterized Protein",1,1,0,0,0,1108661,1110328,1667
"CTYZ_00001115","Ctyz_7","RRM/Zinc finger, RING/FYVE/PHD-type domain containing protein",2,1,1,0,1,1115897,1117948,2051
"CTYZ_00001116","Ctyz_7","Protein phosphatase 2A regulatory subunit (Contains a conserved version of EF hands)",1,1,0,0,0,1119247,1120647,1400
"CTYZ_00001119","Ctyz_7","Uncharacterized protein",8,6,2,0,2,1123654,1130115,6461
"CTYZ_00001120","Ctyz_7","Ubiquitin ligase with a HECT domain at the C-terminus",25,20,5,0,5,1130223,1150106,19883
"CTYZ_00001121","Ctyz_7","Vacuolar ATP synthase subunit A",3,3,0,0,0,1151275,1153098,1823
"CTYZ_00001122","Ctyz_7","WD40 repeat",2,1,1,0,1,1153958,1157371,3413
"CTYZ_00001123","Ctyz_7","Ubiquilin",1,1,0,0,0,1158616,1160208,1592
"CTYZ_00001124","Ctyz_7","Reduced growth phenotype protein 1",1,1,0,0,0,1160726,1162504,1778
"CTYZ_00001125","Ctyz_7","Reduced growth phenotype protein 1",2,2,0,0,0,1162766,1165888,3122
"CTYZ_00001127","Ctyz_7","NIMA-related kinase 5",4,4,0,0,0,1167324,1171505,4181
"CTYZ_00001130","Ctyz_7","Oligosaccharyltransferase subunit Ribophorin II",2,2,0,0,0,1173912,1175921,2009
"CTYZ_00001132","Ctyz_7","Thioredoxin",1,1,0,0,0,1178902,1180569,1667
"CTYZ_00001133","Ctyz_7","FANC-like protein",4,4,0,0,0,1183184,1184551,1367
"CTYZ_00001135","Ctyz_7","Uncharacterized protein",3,2,0,1,1,1186751,1191388,4637
"CTYZ_00001137","Ctyz_7","Chitin-binding type-2 domain containing protein",4,4,0,0,0,1193402,1195288,1886
"CTYZ_00001142","Ctyz_7","Uncharacterized protein",2,2,0,0,0,1199926,1200795,869
"CTYZ_00001143","Ctyz_7","Bromo domain containing protein",1,1,0,0,0,1201361,1202869,1508
"CTYZ_00001144","Ctyz_7","SFCC1/RRM/RBM39 like domain containing protein",2,1,0,1,1,1203084,1204772,1688
"CTYZ_00001146","Ctyz_7","HAD-like domain containing protein",1,1,0,0,0,1206033,1207256,1223
"CTYZ_00001147","Ctyz_7","Lysine methyltransferase",1,1,0,0,0,1207680,1208978,1298
"CTYZ_00001148","Ctyz_7","Lysine methyltransferase",1,1,0,0,0,1209429,1209481,52
"CTYZ_00001148","Ctyz_7","Lysine methyltransferase",1,1,0,0,0,1209578,1209671,93
"CTYZ_00001149","Ctyz_7","Uncharacterized protein",3,3,0,0,0,1209747,1211411,1664
"CTYZ_00001153","Ctyz_7","Rab geranylgeranyltransferase alpha subunit",2,2,0,0,0,1217507,1219207,1700
"CTYZ_00001155","Ctyz_7","Cwf5-like/ZnR domain containing protein (CCCH and RRM domains missing)",3,3,0,0,0,1220357,1220914,557
"CTYZ_00001156","Ctyz_7","Thioredoxin/PDI transmembrane domain containing protein",2,2,0,0,0,1221069,1223060,1991
"CTYZ_00001160","Ctyz_7","Cyclic phosphodiesterase",1,1,0,0,0,1229236,1230408,1172
"CTYZ_00001163","Ctyz_7","Uncharacterized protein",1,0,0,1,1,1232827,1233546,719
"CTYZ_00001164","Ctyz_7","WD40-repeat-containing protein",2,2,0,0,0,1233892,1236558,2666
"CTYZ_00001165","Ctyz_7","RecQ mediated genome instability protein",2,2,0,0,0,1236876,1238444,1568
"CTYZ_00001166","Ctyz_7","putative transmembrane Protein",2,2,0,0,0,1238649,1240391,1742
"CTYZ_00001167","Ctyz_7","Uncharacterized protein",3,3,0,0,0,1241007,1250699,9692
"CTYZ_00001168","Ctyz_7","Uncharacterized protein",1,1,0,0,0,1250905,1251906,1001
"CTYZ_00001169","Ctyz_7","VPS16 vacuolar sorting protein",3,3,0,0,0,1252301,1255201,2900
"CTYZ_00001171","Ctyz_7","Uncharacterized Protein",4,4,0,0,0,1256825,1263787,6962
"CTYZ_00001173","Ctyz_7","Secreted GGC gene family protein",2,2,0,0,0,1265424,1269869,4445
"CTYZ_00001175","Ctyz_7","Hemogen",1,0,0,1,1,1271712,1274216,2504
"CTYZ_00001176","Ctyz_7","Uncharacterized protein",1,1,0,0,0,1278282,1278587,305
"CTYZ_00001177","Ctyz_6","IMP dehydrogenase/GMP reductase",5,5,0,0,0,1367,2566,1199
"CTYZ_00001178","Ctyz_6","Uncharacterized protein",2,2,0,0,0,3637,4455,818
"CTYZ_00001179","Ctyz_6","Uncharacterized protein",2,2,0,0,0,5133,5660,527
"CTYZ_00001180","Ctyz_6","Uncharacterized protein",6,5,1,0,1,7034,7552,518
"CTYZ_00001181","Ctyz_6","Uncharacterized protein",159,145,6,8,14,10432,15084,4652
"CTYZ_00001182","Ctyz_6","CAAX prenyl protease 1",5,5,0,0,0,15222,16517,1295
"CTYZ_00001183","Ctyz_6","Histone deacetylase",13,13,0,0,0,16856,18187,1331
"CTYZ_00001184","Ctyz_6","Mechanosensitive ion channel",2,2,0,0,0,18893,21229,2336
"CTYZ_00001185","Ctyz_6","Uncharacterized protein",5,5,0,0,0,21800,22726,926
"CTYZ_00001186","Ctyz_6","Malectin",13,13,0,0,0,22849,23715,866
"CTYZ_00001187","Ctyz_6","Disulfide-isomerase, signal peptide plus ER retention motif",26,26,0,0,0,24514,25956,1442
"CTYZ_00001188","Ctyz_6","Cation/H+ exchanger (CPA1)",7,7,0,0,0,26295,28907,2612
"CTYZ_00001189","Ctyz_6","Cation/H+ exchanger (CPA1)",3,2,1,0,1,29920,31752,1832
"CTYZ_00001191","Ctyz_6","Uncharacterized protein",2,2,0,0,0,33301,34179,878
"CTYZ_00001192","Ctyz_6","Uncharacterized protein",1,1,0,0,0,34765,36834,2069
"CTYZ_00001194","Ctyz_6","Transcription factor IIA beta-barrel",1,1,0,0,0,39595,39640,45
"CTYZ_00001194","Ctyz_6","Transcription factor IIA beta-barrel",1,1,0,0,0,38475,39514,1039
"CTYZ_00001195","Ctyz_6","Pleckstrin homology domain containing protein",4,4,0,0,0,40825,42648,1823
"CTYZ_00001196","Ctyz_6","Oocyst wall protein 8",4,4,0,0,0,42876,43544,668
"CTYZ_00001197","Ctyz_6","Oocyst wall protein 9",20,20,0,0,0,44850,48398,3548
"CTYZ_00001199","Ctyz_6","Atg6/Beclin",3,2,1,0,1,49868,51181,1313
"CTYZ_00001200","Ctyz_6","DNA replication licensing factor MCM6-like AAA Atpase",4,3,0,1,1,51520,54675,3155
"CTYZ_00001202","Ctyz_6","Diacylglycerol acyltransferase,Uncharacterized protein",1,1,0,0,0,57205,57591,386
"CTYZ_00001202","Ctyz_6","Diacylglycerol acyltransferase",1,1,0,0,0,57683,58357,674
"CTYZ_00001203","Ctyz_6","Coatomer beta subunit",10,7,1,2,3,58637,62644,4007
"CTYZ_00001204","Ctyz_6","Uncharacterized protein",12,6,5,1,6,63191,64483,1292
"CTYZ_00001205","Ctyz_6","Uncharacterized protein",1,1,0,0,0,65474,66139,665
"CTYZ_00001206","Ctyz_6","Uncharacterized protein",2,1,1,0,1,67637,69445,1808
"CTYZ_00001207","Ctyz_6","Uncharacterized protein",1,1,0,0,0,69916,70098,182
"CTYZ_00001207","Ctyz_6","Uncharacterized protein",1,1,0,0,0,70166,70336,170
"CTYZ_00001207","Ctyz_6","Uncharacterized protein",1,1,0,0,0,70387,70450,63
"CTYZ_00001207","Ctyz_6","Uncharacterized protein",1,1,0,0,0,70509,70642,133
"CTYZ_00001207","Ctyz_6","Uncharacterized protein",1,1,0,0,0,70735,70911,176
"CTYZ_00001208","Ctyz_6","Magnesium transporter NIPA",3,3,0,0,0,71951,74371,2420
"CTYZ_00001211","Ctyz_6","Uncharacterized protein",1,0,0,1,1,76883,78004,1121
"CTYZ_00001213","Ctyz_6","Uncharacterized protein",3,1,0,2,2,79750,82311,2561
"CTYZ_00001215","Ctyz_6","Sgn1p-like RRM domain containing protein",1,1,0,0,0,85467,86252,785
"CTYZ_00001218","Ctyz_6","PP2Cc like protein phosphatase",2,2,0,0,0,89976,91559,1583
"CTYZ_00001219","Ctyz_6","Uncharacterized protein",1,1,0,0,0,91601,93004,1403
"CTYZ_00001220","Ctyz_6","Acetyl-coenzyme A transporter 1",3,3,0,0,0,94037,95614,1577
"CTYZ_00001221","Ctyz_6","Uncharacterized protein",1,1,0,0,0,96272,97492,1220
"CTYZ_00001223","Ctyz_6","Phosphodiesterase",7,1,5,1,6,100894,106770,5876
"CTYZ_00001224","Ctyz_6","Synaptobrevin/VAMP-like protein",1,1,0,0,0,107007,107663,656
"CTYZ_00001225","Ctyz_6","Serine/threonine-protein kinase",9,3,0,6,6,109303,112539,3236
"CTYZ_00001226","Ctyz_6","Serine/threonine-protein kinase",15,9,3,3,6,112841,118153,5312
"CTYZ_00001228","Ctyz_6","Alanyl-tRNA synthetase",3,3,0,0,0,121172,124138,2966
"CTYZ_00001231","Ctyz_6","Vacuolar membrane-associated protein Iml1",1,1,0,0,0,130736,134086,3350
"CTYZ_00001232","Ctyz_6","Uncharacterized protein",4,3,0,1,1,134289,134946,657
"CTYZ_00001232","Ctyz_6","Uncharacterized protein",4,3,0,1,1,135049,135884,835
"CTYZ_00001233","Ctyz_6","ATP synthase subunit alpha",2,1,0,1,1,136864,137890,1026
"CTYZ_00001233","Ctyz_6","ATP synthase subunit alpha",2,1,0,1,1,135894,136753,859
"CTYZ_00001236","Ctyz_6","Uncharacterized protein",5,4,0,1,1,141501,144257,2756
"CTYZ_00001237","Ctyz_6","Non-specific serine/threonine protein kinase",4,3,1,0,1,144874,147450,2576
"CTYZ_00001238","Ctyz_6","Secreted pepsinogen like aspartyl protease",1,0,1,0,1,148418,150256,1838
"CTYZ_00001240","Ctyz_6","C2 domain containing protein",7,5,2,0,2,155760,160736,4976
"CTYZ_00001241","Ctyz_6","Ribonucleotide reductase small subunit",1,0,1,0,1,160952,161932,980
"CTYZ_00001242","Ctyz_6","Ribonucleotide reductase small subunit",1,1,0,0,0,162683,163789,1106
"CTYZ_00001243","Ctyz_6","putative Secreted Protein",4,3,0,1,1,164412,165785,1373
"CTYZ_00001244","Ctyz_6","P-type ATPase A domain containing protein",1,0,0,1,1,168038,171298,3260
"CTYZ_00001245","Ctyz_6","Condensin subunit 1/Condensin-2 complex subunit D3",2,2,0,0,0,171429,177209,5780
"CTYZ_00001246","Ctyz_6","Uncharacterized protein",1,1,0,0,0,178345,179685,1340
"CTYZ_00001248","Ctyz_6","Peptidase S54 rhomboid",1,1,0,0,0,181461,184412,2951
"CTYZ_00001253","Ctyz_6","BRCT/SMAD/FHA containing protein",1,1,0,0,0,192283,193539,1256
"CTYZ_00001255","Ctyz_6","Pleckstrin homology domain containing protein",3,0,0,3,3,195555,198704,3149
"CTYZ_00001256","Ctyz_6","Pleckstrin homology domain containing protein",7,6,1,0,1,198712,204429,5717
"CTYZ_00001258","Ctyz_6","Thioredoxin",1,1,0,0,0,207379,208935,1556
"CTYZ_00001262","Ctyz_6","Gdb1p glycogen debranching enzyme",3,2,1,0,1,214061,216832,2771
"CTYZ_00001263","Ctyz_6","Gdb1p glycogen debranching enzyme",1,1,0,0,0,216846,219707,2861
"CTYZ_00001265","Ctyz_6","Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2",3,3,0,0,0,221032,223173,2141
"CTYZ_00001266","Ctyz_6","Sec20",1,1,0,0,0,223724,224125,401
"CTYZ_00001268","Ctyz_6","rRNA adenine N(6)-methyltransferase",1,1,0,0,0,226761,227915,1154
"CTYZ_00001270","Ctyz_6","CRAL-TRIO lipid biding/Sec14d domain containing protein",3,3,0,0,0,230836,232155,1319
"CTYZ_00001271","Ctyz_6","Cysteinyl-tRNA synthetase",2,2,0,0,0,233745,234971,1226
"CTYZ_00001271","Ctyz_6","Cysteinyl-tRNA synthetase",2,2,0,0,0,232764,233279,515
"CTYZ_00001272","Ctyz_6","Serine/threonine-protein kinase",1,1,0,0,0,235476,235729,253
"CTYZ_00001272","Ctyz_6","Serine/threonine-protein kinase",1,1,0,0,0,235878,236022,144
"CTYZ_00001272","Ctyz_6","Serine/threonine-protein kinase",1,1,0,0,0,236166,236437,271
"CTYZ_00001272","Ctyz_6","Serine/threonine-protein kinase",1,1,0,0,0,236532,236841,309
"CTYZ_00001273","Ctyz_6","SET domain containing protein",2,2,0,0,0,236805,238205,1400
"CTYZ_00001276","Ctyz_6","PP2C like protein phosphatase",3,3,0,0,0,241241,243382,2141
"CTYZ_00001278","Ctyz_6","Uncharacterized protein",3,3,0,0,0,245491,247182,1691
"CTYZ_00001280","Ctyz_6","Iron-sulfur cluster assembly protein",2,2,0,0,0,249785,250234,449
"CTYZ_00001281","Ctyz_6","Protein with spectrin repeats",3,3,0,0,0,251064,252737,1673
"CTYZ_00001282","Ctyz_6","Uncharacterized protein",1,1,0,0,0,253800,254486,686
"CTYZ_00001283","Ctyz_6","Glycoprotein GP40",18,16,0,2,2,254905,255906,1001
"CTYZ_00001286","Ctyz_6","putative Secreted Protein",3,3,0,0,0,260170,261750,1580
"CTYZ_00001287","Ctyz_6","putative Secreted Protein",3,3,0,0,0,262004,263377,1373
"CTYZ_00001288","Ctyz_6","Uncharacterized protein",1,1,0,0,0,264335,266797,2462
"CTYZ_00001290","Ctyz_6","Uncharacterized protein",2,2,0,0,0,267117,268943,1826
"CTYZ_00001291","Ctyz_6","AP2/ERF domain containing protein",3,3,0,0,0,269387,271606,2219
"CTYZ_00001292","Ctyz_6","Uncharacterized protein",1,1,0,0,0,272101,272228,127
"CTYZ_00001292","Ctyz_6","Uncharacterized protein",1,1,0,0,0,272292,273333,1041
"CTYZ_00001293","Ctyz_6","Uncharacterized protein",2,2,0,0,0,273473,275596,2123
"CTYZ_00001294","Ctyz_6","Uncharacterized protein",5,4,1,0,1,277004,277066,62
"CTYZ_00001294","Ctyz_6","Uncharacterized protein",5,4,1,0,1,276557,276910,353
"CTYZ_00001295","Ctyz_6","putative Secreted Protein",8,8,0,0,0,277516,284739,7223
"CTYZ_00001299","Ctyz_6","Alpha-N-methyltransferase NTM1",1,0,1,0,1,287175,287402,227
"CTYZ_00001304","Ctyz_6","Uncharacterized protein",2,2,0,0,0,290739,296924,6185
"CTYZ_00001305","Ctyz_6","Phospholipid/glycerol acyltransferase",1,1,0,0,0,296962,298719,1757
"CTYZ_00001306","Ctyz_6","Uncharacterized protein",4,4,0,0,0,298952,303610,4658
"CTYZ_00001307","Ctyz_6","Zinc finger, RING/FYVE/PHD-type domain containing protein",1,1,0,0,0,303995,304618,623
"CTYZ_00001310","Ctyz_6","Uncharacterized protein",1,1,0,0,0,307653,308408,755
"CTYZ_00001312","Ctyz_6","Calycin/START domain containing protein",3,3,0,0,0,310482,314093,3611
"CTYZ_00001313","Ctyz_6","Uncharacterized protein",1,1,0,0,0,314598,316127,1529
"CTYZ_00001314","Ctyz_6","Uncharacterized protein",1,1,0,0,0,316597,317217,620
"CTYZ_00001320","Ctyz_6","putative Pre-mRNA splicing factor ATP-dependent RNA helicase",1,1,0,0,0,322229,323692,1463
"CTYZ_00001320","Ctyz_6","putative Pre-mRNA splicing factor ATP-dependent RNA helicase",1,1,0,0,0,323951,325501,1550
"CTYZ_00001321","Ctyz_6","putative Cdc2-related protein kinase",2,2,0,0,0,325724,327574,1850
"CTYZ_00001322","Ctyz_6","Transcription factor E2F/DP",1,0,0,1,1,328167,330164,1997
