"","GeneID","CHR","TYPE","PRODUCT","START","END","LENGTH","STRAND","PHASE"
"8596","CTYZ_00003103","Ctyz_3","stop_codon","AAA-type ATPase core",932697,932699,2,"-","0"
"8597","CTYZ_00003104","Ctyz_3","gene",NA,935696,936471,775,"-",NA
"8598","CTYZ_00003104","Ctyz_3","transcript","60S ribosomal protein L19",935696,936471,775,"-",NA
"8599","CTYZ_00003104","Ctyz_3","exon","60S ribosomal protein L19",936307,936471,164,"-",NA
"8600","CTYZ_00003104","Ctyz_3","exon","60S ribosomal protein L19",935696,936223,527,"-",NA
"8601","CTYZ_00003104","Ctyz_3","CDS","60S ribosomal protein L19",936307,936309,2,"-","0"
"8602","CTYZ_00003104","Ctyz_3","CDS","60S ribosomal protein L19",935699,936223,524,"-","0"
"8603","CTYZ_00003104","Ctyz_3","start_codon","60S ribosomal protein L19",936307,936309,2,"-","0"
"8604","CTYZ_00003104","Ctyz_3","stop_codon","60S ribosomal protein L19",935696,935698,2,"-","0"
"8605","CTYZ_00003105","Ctyz_3","gene",NA,937277,938659,1382,"+",NA
"8606","CTYZ_00003105","Ctyz_3","transcript","Uncharacterized protein",937277,938659,1382,"+",NA
"8607","CTYZ_00003105","Ctyz_3","exon","Uncharacterized protein",937277,938659,1382,"+",NA
"8608","CTYZ_00003105","Ctyz_3","CDS","Uncharacterized protein",937277,938656,1379,"+","0"
"8609","CTYZ_00003105","Ctyz_3","start_codon","Uncharacterized protein",937277,937279,2,"+","0"
"8610","CTYZ_00003105","Ctyz_3","stop_codon","Uncharacterized protein",938657,938659,2,"+","0"
"8611","CTYZ_00003106","Ctyz_3","gene",NA,938737,939147,410,"-",NA
"8612","CTYZ_00003106","Ctyz_3","transcript","Clathrin adaptor complex small chain",938737,939147,410,"-",NA
"8613","CTYZ_00003106","Ctyz_3","exon","Clathrin adaptor complex small chain",938737,939147,410,"-",NA
"8614","CTYZ_00003106","Ctyz_3","CDS","Clathrin adaptor complex small chain",938740,939147,407,"-","0"
"8615","CTYZ_00003106","Ctyz_3","start_codon","Clathrin adaptor complex small chain",939145,939147,2,"-","0"
"8616","CTYZ_00003106","Ctyz_3","stop_codon","Clathrin adaptor complex small chain",938737,938739,2,"-","0"
"8617","CTYZ_00003107","Ctyz_3","gene",NA,939682,942159,2477,"+",NA
"8618","CTYZ_00003107","Ctyz_3","transcript","DNA ligase",939682,942159,2477,"+",NA
"8619","CTYZ_00003107","Ctyz_3","exon","DNA ligase",939682,942159,2477,"+",NA
"8620","CTYZ_00003107","Ctyz_3","CDS","DNA ligase",939682,942156,2474,"+","0"
"8621","CTYZ_00003107","Ctyz_3","start_codon","DNA ligase",939682,939684,2,"+","0"
"8622","CTYZ_00003107","Ctyz_3","stop_codon","DNA ligase",942157,942159,2,"+","0"
"8623","CTYZ_00003108","Ctyz_3","gene",NA,942585,944363,1778,"-",NA
"8624","CTYZ_00003108","Ctyz_3","transcript","Protein-tyrosine phosphatase-like protein with PUB domain",942585,944363,1778,"-",NA
"8625","CTYZ_00003108","Ctyz_3","exon","Protein-tyrosine phosphatase-like protein with PUB domain",942585,944363,1778,"-",NA
"8626","CTYZ_00003108","Ctyz_3","CDS","Protein-tyrosine phosphatase-like protein with PUB domain",942588,944363,1775,"-","0"
"8627","CTYZ_00003108","Ctyz_3","start_codon","Protein-tyrosine phosphatase-like protein with PUB domain",944361,944363,2,"-","0"
"8628","CTYZ_00003108","Ctyz_3","stop_codon","Protein-tyrosine phosphatase-like protein with PUB domain",942585,942587,2,"-","0"
"8629","CTYZ_00003109","Ctyz_3","gene",NA,945818,949120,3302,"+",NA
"8630","CTYZ_00003109","Ctyz_3","transcript","Isoleucine-tRNA synthetase",945818,949120,3302,"+",NA
"8631","CTYZ_00003109","Ctyz_3","exon","Isoleucine-tRNA synthetase",945818,949120,3302,"+",NA
"8632","CTYZ_00003109","Ctyz_3","CDS","Isoleucine-tRNA synthetase",945818,949117,3299,"+","0"
"8633","CTYZ_00003109","Ctyz_3","start_codon","Isoleucine-tRNA synthetase",945818,945820,2,"+","0"
"8634","CTYZ_00003109","Ctyz_3","stop_codon","Isoleucine-tRNA synthetase",949118,949120,2,"+","0"
"8635","CTYZ_00003110","Ctyz_3","gene",NA,949746,951305,1559,"+",NA
"8636","CTYZ_00003110","Ctyz_3","transcript","tRNA pseudouridylate synthase B C-terminal domain containing protein",949746,951305,1559,"+",NA
"8637","CTYZ_00003110","Ctyz_3","exon","tRNA pseudouridylate synthase B C-terminal domain containing protein",949746,951305,1559,"+",NA
"8638","CTYZ_00003110","Ctyz_3","CDS","tRNA pseudouridylate synthase B C-terminal domain containing protein",949746,951302,1556,"+","0"
"8639","CTYZ_00003110","Ctyz_3","start_codon","tRNA pseudouridylate synthase B C-terminal domain containing protein",949746,949748,2,"+","0"
"8640","CTYZ_00003110","Ctyz_3","stop_codon","tRNA pseudouridylate synthase B C-terminal domain containing protein",951303,951305,2,"+","0"
"8641","CTYZ_00003111","Ctyz_3","gene",NA,952193,953638,1445,"+",NA
"8642","CTYZ_00003111","Ctyz_3","transcript","Kinetochore protein Nuf2",952193,953638,1445,"+",NA
"8643","CTYZ_00003111","Ctyz_3","exon","Kinetochore protein Nuf2",952193,953638,1445,"+",NA
"8644","CTYZ_00003111","Ctyz_3","CDS","Kinetochore protein Nuf2",952193,953635,1442,"+","0"
"8645","CTYZ_00003111","Ctyz_3","start_codon","Kinetochore protein Nuf2",952193,952195,2,"+","0"
"8646","CTYZ_00003111","Ctyz_3","stop_codon","Kinetochore protein Nuf2",953636,953638,2,"+","0"
"8647","CTYZ_00003112","Ctyz_3","gene",NA,954223,954813,590,"+",NA
"8648","CTYZ_00003112","Ctyz_3","transcript","Uncharacterized protein",954223,954813,590,"+",NA
"8649","CTYZ_00003112","Ctyz_3","exon","Uncharacterized protein",954223,954813,590,"+",NA
"8650","CTYZ_00003112","Ctyz_3","CDS","Uncharacterized protein",954223,954810,587,"+","0"
"8651","CTYZ_00003112","Ctyz_3","start_codon","Uncharacterized protein",954223,954225,2,"+","0"
"8652","CTYZ_00003112","Ctyz_3","stop_codon","Uncharacterized protein",954811,954813,2,"+","0"
"8653","CTYZ_00003113","Ctyz_3","gene",NA,955670,958777,3107,"+",NA
"8654","CTYZ_00003113","Ctyz_3","transcript","Gtpase/U5 snRNP-specific protein",955670,958777,3107,"+",NA
"8655","CTYZ_00003113","Ctyz_3","exon","Gtpase/U5 snRNP-specific protein",955670,958777,3107,"+",NA
"8656","CTYZ_00003113","Ctyz_3","CDS","Gtpase/U5 snRNP-specific protein",955670,958774,3104,"+","0"
"8657","CTYZ_00003113","Ctyz_3","start_codon","Gtpase/U5 snRNP-specific protein",955670,955672,2,"+","0"
"8658","CTYZ_00003113","Ctyz_3","stop_codon","Gtpase/U5 snRNP-specific protein",958775,958777,2,"+","0"
"8659","CTYZ_00003114","Ctyz_3","gene",NA,959122,959451,329,"-",NA
"8660","CTYZ_00003114","Ctyz_3","transcript","60S ribosomal protein L30",959122,959451,329,"-",NA
"8661","CTYZ_00003114","Ctyz_3","exon","60S ribosomal protein L30",959122,959451,329,"-",NA
"8662","CTYZ_00003114","Ctyz_3","CDS","60S ribosomal protein L30",959125,959451,326,"-","0"
"8663","CTYZ_00003114","Ctyz_3","start_codon","60S ribosomal protein L30",959449,959451,2,"-","0"
"8664","CTYZ_00003114","Ctyz_3","stop_codon","60S ribosomal protein L30",959122,959124,2,"-","0"
"8665","CTYZ_00003115","Ctyz_3","gene",NA,960203,963142,2939,"+",NA
"8666","CTYZ_00003115","Ctyz_3","transcript","Uncharacterized protein",960203,963142,2939,"+",NA
"8667","CTYZ_00003115","Ctyz_3","exon","Uncharacterized protein",960203,963142,2939,"+",NA
"8668","CTYZ_00003115","Ctyz_3","CDS","Uncharacterized protein",960203,963139,2936,"+","0"
"8669","CTYZ_00003115","Ctyz_3","start_codon","Uncharacterized protein",960203,960205,2,"+","0"
"8670","CTYZ_00003115","Ctyz_3","stop_codon","Uncharacterized protein",963140,963142,2,"+","0"
"8671","CTYZ_00003116","Ctyz_3","gene",NA,963210,965354,2144,"-",NA
"8672","CTYZ_00003116","Ctyz_3","transcript","Prolyl 4-hydroxylase alpha subunit",963210,965354,2144,"-",NA
"8673","CTYZ_00003116","Ctyz_3","exon","Prolyl 4-hydroxylase alpha subunit",963210,965354,2144,"-",NA
"8674","CTYZ_00003116","Ctyz_3","CDS","Prolyl 4-hydroxylase alpha subunit",963213,965354,2141,"-","0"
"8675","CTYZ_00003116","Ctyz_3","start_codon","Prolyl 4-hydroxylase alpha subunit",965352,965354,2,"-","0"
"8676","CTYZ_00003116","Ctyz_3","stop_codon","Prolyl 4-hydroxylase alpha subunit",963210,963212,2,"-","0"
"8677","CTYZ_00003117","Ctyz_3","gene",NA,965791,967350,1559,"-",NA
"8678","CTYZ_00003117","Ctyz_3","transcript","DEAD-box RNA helicase",965791,967350,1559,"-",NA
"8679","CTYZ_00003117","Ctyz_3","exon","DEAD-box RNA helicase",965791,967350,1559,"-",NA
"8680","CTYZ_00003117","Ctyz_3","CDS","DEAD-box RNA helicase",965794,967350,1556,"-","0"
"8681","CTYZ_00003117","Ctyz_3","start_codon","DEAD-box RNA helicase",967348,967350,2,"-","0"
"8682","CTYZ_00003117","Ctyz_3","stop_codon","DEAD-box RNA helicase",965791,965793,2,"-","0"
"8683","CTYZ_00003118","Ctyz_3","gene",NA,968252,968872,620,"+",NA
"8684","CTYZ_00003118","Ctyz_3","transcript","60S ribosomal protein L27A",968252,968872,620,"+",NA
"8685","CTYZ_00003118","Ctyz_3","exon","60S ribosomal protein L27A",968252,968262,10,"+",NA
"8686","CTYZ_00003118","Ctyz_3","exon","60S ribosomal protein L27A",968434,968872,438,"+",NA
"8687","CTYZ_00003118","Ctyz_3","CDS","60S ribosomal protein L27A",968252,968262,10,"+","0"
"8688","CTYZ_00003118","Ctyz_3","CDS","60S ribosomal protein L27A",968434,968869,435,"+","1"
"8689","CTYZ_00003118","Ctyz_3","start_codon","60S ribosomal protein L27A",968252,968254,2,"+","0"
"8690","CTYZ_00003118","Ctyz_3","stop_codon","60S ribosomal protein L27A",968870,968872,2,"+","0"
"8691","CTYZ_00003119","Ctyz_3","gene",NA,970075,971346,1271,"+",NA
"8692","CTYZ_00003119","Ctyz_3","transcript","membrane associated protein",970075,971346,1271,"+",NA
"8693","CTYZ_00003119","Ctyz_3","exon","membrane associated protein",970075,971346,1271,"+",NA
"8694","CTYZ_00003119","Ctyz_3","CDS","membrane associated protein",970075,971343,1268,"+","0"
"8695","CTYZ_00003119","Ctyz_3","start_codon","membrane associated protein",970075,970077,2,"+","0"
"8696","CTYZ_00003119","Ctyz_3","stop_codon","membrane associated protein",971344,971346,2,"+","0"
"8697","CTYZ_00003120","Ctyz_3","gene",NA,971670,972569,899,"-",NA
"8698","CTYZ_00003120","Ctyz_3","transcript","PUB/UBA-like domain containing protein",971670,972569,899,"-",NA
"8699","CTYZ_00003120","Ctyz_3","exon","PUB/UBA-like domain containing protein",971670,972569,899,"-",NA
"8700","CTYZ_00003120","Ctyz_3","CDS","PUB/UBA-like domain containing protein",971673,972569,896,"-","0"
"8701","CTYZ_00003120","Ctyz_3","start_codon","PUB/UBA-like domain containing protein",972567,972569,2,"-","0"
"8702","CTYZ_00003120","Ctyz_3","stop_codon","PUB/UBA-like domain containing protein",971670,971672,2,"-","0"
"8703","CTYZ_00003121","Ctyz_3","gene",NA,973210,976138,2928,"+",NA
"8704","CTYZ_00003121","Ctyz_3","transcript","Condensin complex subunit 2",973210,976138,2928,"+",NA
"8705","CTYZ_00003121","Ctyz_3","exon","Condensin complex subunit 2",973210,973266,56,"+",NA
"8706","CTYZ_00003121","Ctyz_3","exon","Condensin complex subunit 2",973391,975829,2438,"+",NA
"8707","CTYZ_00003121","Ctyz_3","exon","Condensin complex subunit 2",975935,976138,203,"+",NA
"8708","CTYZ_00003121","Ctyz_3","CDS","Condensin complex subunit 2",973210,973266,56,"+","0"
"8709","CTYZ_00003121","Ctyz_3","CDS","Condensin complex subunit 2",973391,975829,2438,"+","0"
"8710","CTYZ_00003121","Ctyz_3","CDS","Condensin complex subunit 2",975935,976135,200,"+","0"
"8711","CTYZ_00003121","Ctyz_3","start_codon","Condensin complex subunit 2",973210,973212,2,"+","0"
"8712","CTYZ_00003121","Ctyz_3","stop_codon","Condensin complex subunit 2",976136,976138,2,"+","0"
"8713","CTYZ_00003122","Ctyz_3","gene",NA,977073,977612,539,"+",NA
"8714","CTYZ_00003122","Ctyz_3","transcript","MCT-1 like PUA RNA binding domain containing protein",977073,977612,539,"+",NA
"8715","CTYZ_00003122","Ctyz_3","exon","MCT-1 like PUA RNA binding domain containing protein",977073,977612,539,"+",NA
"8716","CTYZ_00003122","Ctyz_3","CDS","MCT-1 like PUA RNA binding domain containing protein",977073,977609,536,"+","0"
"8717","CTYZ_00003122","Ctyz_3","start_codon","MCT-1 like PUA RNA binding domain containing protein",977073,977075,2,"+","0"
"8718","CTYZ_00003122","Ctyz_3","stop_codon","MCT-1 like PUA RNA binding domain containing protein",977610,977612,2,"+","0"
"8719","CTYZ_00003123","Ctyz_3","gene",NA,977940,980264,2324,"+",NA
"8720","CTYZ_00003123","Ctyz_3","transcript","Uncharacterized protein",977940,980264,2324,"+",NA
"8721","CTYZ_00003123","Ctyz_3","exon","Uncharacterized protein",977940,980264,2324,"+",NA
"8722","CTYZ_00003123","Ctyz_3","CDS","Uncharacterized protein",977940,980261,2321,"+","0"
"8723","CTYZ_00003123","Ctyz_3","start_codon","Uncharacterized protein",977940,977942,2,"+","0"
"8724","CTYZ_00003123","Ctyz_3","stop_codon","Uncharacterized protein",980262,980264,2,"+","0"
"8725","CTYZ_00003124","Ctyz_3","gene",NA,980277,981806,1529,"+",NA
"8726","CTYZ_00003124","Ctyz_3","transcript","Ubiquitin-conjugating enzyme E2-binding protein",980277,981806,1529,"+",NA
"8727","CTYZ_00003124","Ctyz_3","exon","Ubiquitin-conjugating enzyme E2-binding protein",980277,981806,1529,"+",NA
"8728","CTYZ_00003124","Ctyz_3","CDS","Ubiquitin-conjugating enzyme E2-binding protein",980277,981803,1526,"+","0"
"8729","CTYZ_00003124","Ctyz_3","start_codon","Ubiquitin-conjugating enzyme E2-binding protein",980277,980279,2,"+","0"
"8730","CTYZ_00003124","Ctyz_3","stop_codon","Ubiquitin-conjugating enzyme E2-binding protein",981804,981806,2,"+","0"
"8731","CTYZ_00003125","Ctyz_3","gene",NA,982046,982408,362,"+",NA
"8732","CTYZ_00003125","Ctyz_3","transcript","Uncharacterized protein",982046,982408,362,"+",NA
"8733","CTYZ_00003125","Ctyz_3","exon","Uncharacterized protein",982046,982408,362,"+",NA
"8734","CTYZ_00003125","Ctyz_3","CDS","Uncharacterized protein",982046,982405,359,"+","0"
"8735","CTYZ_00003125","Ctyz_3","start_codon","Uncharacterized protein",982046,982048,2,"+","0"
"8736","CTYZ_00003125","Ctyz_3","stop_codon","Uncharacterized protein",982406,982408,2,"+","0"
"8737","CTYZ_00003126","Ctyz_3","gene",NA,982607,983344,737,"-",NA
"8738","CTYZ_00003126","Ctyz_3","transcript","CS domain containing protein",982607,983344,737,"-",NA
"8739","CTYZ_00003126","Ctyz_3","exon","CS domain containing protein",982607,983344,737,"-",NA
"8740","CTYZ_00003126","Ctyz_3","CDS","CS domain containing protein",982610,983344,734,"-","0"
"8741","CTYZ_00003126","Ctyz_3","start_codon","CS domain containing protein",983342,983344,2,"-","0"
"8742","CTYZ_00003126","Ctyz_3","stop_codon","CS domain containing protein",982607,982609,2,"-","0"
"8743","CTYZ_00003127","Ctyz_3","gene",NA,983837,984526,689,"-",NA
"8744","CTYZ_00003127","Ctyz_3","transcript","CSN8/PSMD8/EIF3K",983837,984526,689,"-",NA
"8745","CTYZ_00003127","Ctyz_3","exon","CSN8/PSMD8/EIF3K",983837,984526,689,"-",NA
"8746","CTYZ_00003127","Ctyz_3","CDS","CSN8/PSMD8/EIF3K",983840,984526,686,"-","0"
"8747","CTYZ_00003127","Ctyz_3","start_codon","CSN8/PSMD8/EIF3K",984524,984526,2,"-","0"
"8748","CTYZ_00003127","Ctyz_3","stop_codon","CSN8/PSMD8/EIF3K",983837,983839,2,"-","0"
"8749","CTYZ_00003128","Ctyz_3","gene",NA,985972,986721,749,"+",NA
"8750","CTYZ_00003128","Ctyz_3","transcript","Inhibitor of apoptosis-promoting Bax1-related protein",985972,986721,749,"+",NA
"8751","CTYZ_00003128","Ctyz_3","exon","Inhibitor of apoptosis-promoting Bax1-related protein",985972,986721,749,"+",NA
"8752","CTYZ_00003128","Ctyz_3","CDS","Inhibitor of apoptosis-promoting Bax1-related protein",985972,986718,746,"+","0"
"8753","CTYZ_00003128","Ctyz_3","start_codon","Inhibitor of apoptosis-promoting Bax1-related protein",985972,985974,2,"+","0"
"8754","CTYZ_00003128","Ctyz_3","stop_codon","Inhibitor of apoptosis-promoting Bax1-related protein",986719,986721,2,"+","0"
"8755","CTYZ_00003129","Ctyz_3","gene",NA,987176,988061,885,"+",NA
"8756","CTYZ_00003129","Ctyz_3","transcript","Uncharacterized protein",987176,988061,885,"+",NA
"8757","CTYZ_00003129","Ctyz_3","exon","Uncharacterized protein",987176,987235,59,"+",NA
"8758","CTYZ_00003129","Ctyz_3","exon","Uncharacterized protein",987393,988061,668,"+",NA
"8759","CTYZ_00003129","Ctyz_3","CDS","Uncharacterized protein",987176,987235,59,"+","0"
"8760","CTYZ_00003129","Ctyz_3","CDS","Uncharacterized protein",987393,988058,665,"+","0"
"8761","CTYZ_00003129","Ctyz_3","start_codon","Uncharacterized protein",987176,987178,2,"+","0"
"8762","CTYZ_00003129","Ctyz_3","stop_codon","Uncharacterized protein",988059,988061,2,"+","0"
"8763","CTYZ_00003130","Ctyz_3","gene",NA,988577,989584,1007,"+",NA
"8764","CTYZ_00003130","Ctyz_3","transcript","Cyclin",988577,989584,1007,"+",NA
"8765","CTYZ_00003130","Ctyz_3","exon","Cyclin",988577,989584,1007,"+",NA
"8766","CTYZ_00003130","Ctyz_3","CDS","Cyclin",988577,989581,1004,"+","0"
"8767","CTYZ_00003130","Ctyz_3","start_codon","Cyclin",988577,988579,2,"+","0"
"8768","CTYZ_00003130","Ctyz_3","stop_codon","Cyclin",989582,989584,2,"+","0"
"8769","CTYZ_00003131","Ctyz_3","gene",NA,989840,993778,3938,"+",NA
"8770","CTYZ_00003131","Ctyz_3","transcript","Histone transcription regulator (HIR1)-like WD40 repeat containing protein",989840,993778,3938,"+",NA
"8771","CTYZ_00003131","Ctyz_3","exon","Histone transcription regulator (HIR1)-like WD40 repeat containing protein",989840,993778,3938,"+",NA
"8772","CTYZ_00003131","Ctyz_3","CDS","Histone transcription regulator (HIR1)-like WD40 repeat containing protein",989840,993775,3935,"+","0"
"8773","CTYZ_00003131","Ctyz_3","start_codon","Histone transcription regulator (HIR1)-like WD40 repeat containing protein",989840,989842,2,"+","0"
"8774","CTYZ_00003131","Ctyz_3","stop_codon","Histone transcription regulator (HIR1)-like WD40 repeat containing protein",993776,993778,2,"+","0"
"8775","CTYZ_00003132","Ctyz_3","gene",NA,994111,995550,1439,"+",NA
"8776","CTYZ_00003132","Ctyz_3","transcript","Sugar/inositol transporter",994111,995550,1439,"+",NA
"8777","CTYZ_00003132","Ctyz_3","exon","Sugar/inositol transporter",994111,995550,1439,"+",NA
"8778","CTYZ_00003132","Ctyz_3","CDS","Sugar/inositol transporter",994111,995547,1436,"+","0"
"8779","CTYZ_00003132","Ctyz_3","start_codon","Sugar/inositol transporter",994111,994113,2,"+","0"
"8780","CTYZ_00003132","Ctyz_3","stop_codon","Sugar/inositol transporter",995548,995550,2,"+","0"
"8781","CTYZ_00003133","Ctyz_3","gene",NA,995929,996921,992,"-",NA
"8782","CTYZ_00003133","Ctyz_3","transcript","Thioredoxin-like/UBA-like domain containing protein",995929,996921,992,"-",NA
"8783","CTYZ_00003133","Ctyz_3","exon","Thioredoxin-like/UBA-like domain containing protein",995929,996921,992,"-",NA
"8784","CTYZ_00003133","Ctyz_3","CDS","Thioredoxin-like/UBA-like domain containing protein",995932,996921,989,"-","0"
"8785","CTYZ_00003133","Ctyz_3","start_codon","Thioredoxin-like/UBA-like domain containing protein",996919,996921,2,"-","0"
"8786","CTYZ_00003133","Ctyz_3","stop_codon","Thioredoxin-like/UBA-like domain containing protein",995929,995931,2,"-","0"
"8787","CTYZ_00003134","Ctyz_3","gene",NA,997269,1006112,8843,"-",NA
"8788","CTYZ_00003134","Ctyz_3","transcript","UBR1-like ring finger treble clef domain containing protein",997269,1006112,8843,"-",NA
"8789","CTYZ_00003134","Ctyz_3","exon","UBR1-like ring finger treble clef domain containing protein",997269,1006112,8843,"-",NA
"8790","CTYZ_00003134","Ctyz_3","CDS","UBR1-like ring finger treble clef domain containing protein",997272,1006112,8840,"-","0"
"8791","CTYZ_00003134","Ctyz_3","start_codon","UBR1-like ring finger treble clef domain containing protein",1006110,1006112,2,"-","0"
"8792","CTYZ_00003134","Ctyz_3","stop_codon","UBR1-like ring finger treble clef domain containing protein",997269,997271,2,"-","0"
"8793","CTYZ_00003135","Ctyz_3","gene",NA,1006577,1007359,782,"+",NA
"8794","CTYZ_00003135","Ctyz_3","transcript","Ribosomal protein S8e",1006577,1007359,782,"+",NA
"8795","CTYZ_00003135","Ctyz_3","exon","Ribosomal protein S8e",1006577,1007359,782,"+",NA
"8796","CTYZ_00003135","Ctyz_3","CDS","Ribosomal protein S8e",1006577,1007356,779,"+","0"
"8797","CTYZ_00003135","Ctyz_3","start_codon","Ribosomal protein S8e",1006577,1006579,2,"+","0"
"8798","CTYZ_00003135","Ctyz_3","stop_codon","Ribosomal protein S8e",1007357,1007359,2,"+","0"
"8799","CTYZ_00003136","Ctyz_3","gene",NA,1007639,1009735,2096,"+",NA
"8800","CTYZ_00003136","Ctyz_3","transcript","Transcription initiation factor TFIID subunit",1007639,1009735,2096,"+",NA
"8801","CTYZ_00003136","Ctyz_3","exon","Transcription initiation factor TFIID subunit",1007639,1009735,2096,"+",NA
"8802","CTYZ_00003136","Ctyz_3","CDS","Transcription initiation factor TFIID subunit",1007639,1009732,2093,"+","0"
"8803","CTYZ_00003136","Ctyz_3","start_codon","Transcription initiation factor TFIID subunit",1007639,1007641,2,"+","0"
"8804","CTYZ_00003136","Ctyz_3","stop_codon","Transcription initiation factor TFIID subunit",1009733,1009735,2,"+","0"
"8805","CTYZ_00003137","Ctyz_3","gene",NA,1009843,1010178,335,"-",NA
"8806","CTYZ_00003137","Ctyz_3","transcript","Transcription initiation factor TFIID subunit",1009843,1010178,335,"-",NA
"8807","CTYZ_00003137","Ctyz_3","exon","Transcription initiation factor TFIID subunit",1009843,1010178,335,"-",NA
"8808","CTYZ_00003137","Ctyz_3","CDS","Transcription initiation factor TFIID subunit",1009846,1010178,332,"-","0"
"8809","CTYZ_00003137","Ctyz_3","start_codon","Transcription initiation factor TFIID subunit",1010176,1010178,2,"-","0"
"8810","CTYZ_00003137","Ctyz_3","stop_codon","Transcription initiation factor TFIID subunit",1009843,1009845,2,"-","0"
"8811","CTYZ_00003138","Ctyz_3","gene",NA,1010663,1013326,2663,"+",NA
"8812","CTYZ_00003138","Ctyz_3","transcript","Transcription initiation factor TFIID subunit",1010663,1013326,2663,"+",NA
"8813","CTYZ_00003138","Ctyz_3","exon","Transcription initiation factor TFIID subunit",1010663,1013326,2663,"+",NA
"8814","CTYZ_00003138","Ctyz_3","CDS","Transcription initiation factor TFIID subunit",1010663,1013323,2660,"+","0"
"8815","CTYZ_00003138","Ctyz_3","start_codon","Transcription initiation factor TFIID subunit",1010663,1010665,2,"+","0"
"8816","CTYZ_00003138","Ctyz_3","stop_codon","Transcription initiation factor TFIID subunit",1013324,1013326,2,"+","0"
"8817","CTYZ_00003139","Ctyz_3","gene",NA,1013681,1013754,73,"-",NA
"8818","CTYZ_00003139","Ctyz_3","transcript","tRNA-Met",1013681,1013754,73,"-",NA
"8819","CTYZ_00003139","Ctyz_3","exon","tRNA-Met",1013681,1013754,73,"-",NA
"8820","CTYZ_00003140","Ctyz_3","gene",NA,1014114,1018409,4295,"-",NA
"8821","CTYZ_00003140","Ctyz_3","transcript","p-type Atpase A",1014114,1018409,4295,"-",NA
"8822","CTYZ_00003140","Ctyz_3","exon","p-type Atpase A",1014114,1018409,4295,"-",NA
"8823","CTYZ_00003140","Ctyz_3","CDS","p-type Atpase A",1014117,1018409,4292,"-","0"
"8824","CTYZ_00003140","Ctyz_3","start_codon","p-type Atpase A",1018407,1018409,2,"-","0"
"8825","CTYZ_00003140","Ctyz_3","stop_codon","p-type Atpase A",1014114,1014116,2,"-","0"
"8826","CTYZ_00003141","Ctyz_3","gene",NA,1019045,1021255,2210,"-",NA
"8827","CTYZ_00003141","Ctyz_3","transcript","RNA recognition motif domain containing protein",1019045,1021255,2210,"-",NA
"8828","CTYZ_00003141","Ctyz_3","exon","RNA recognition motif domain containing protein",1019045,1021255,2210,"-",NA
"8829","CTYZ_00003141","Ctyz_3","CDS","RNA recognition motif domain containing protein",1019048,1021255,2207,"-","0"
"8830","CTYZ_00003141","Ctyz_3","start_codon","RNA recognition motif domain containing protein",1021253,1021255,2,"-","0"
"8831","CTYZ_00003141","Ctyz_3","stop_codon","RNA recognition motif domain containing protein",1019045,1019047,2,"-","0"
"8832","CTYZ_00003142","Ctyz_3","gene",NA,1021816,1022850,1034,"+",NA
"8833","CTYZ_00003142","Ctyz_3","transcript","Uncharacterized protein",1021816,1022850,1034,"+",NA
"8834","CTYZ_00003142","Ctyz_3","exon","Uncharacterized protein",1021816,1022850,1034,"+",NA
"8835","CTYZ_00003142","Ctyz_3","CDS","Uncharacterized protein",1021816,1022847,1031,"+","0"
"8836","CTYZ_00003142","Ctyz_3","start_codon","Uncharacterized protein",1021816,1021818,2,"+","0"
"8837","CTYZ_00003142","Ctyz_3","stop_codon","Uncharacterized protein",1022848,1022850,2,"+","0"
"8838","CTYZ_00003143","Ctyz_3","gene",NA,1022995,1026864,3869,"-",NA
"8839","CTYZ_00003143","Ctyz_3","transcript","Secreted insulinase like peptidase",1022995,1026864,3869,"-",NA
"8840","CTYZ_00003143","Ctyz_3","exon","Secreted insulinase like peptidase",1022995,1026864,3869,"-",NA
"8841","CTYZ_00003143","Ctyz_3","CDS","Secreted insulinase like peptidase",1022998,1026864,3866,"-","0"
"8842","CTYZ_00003143","Ctyz_3","start_codon","Secreted insulinase like peptidase",1026862,1026864,2,"-","0"
"8843","CTYZ_00003143","Ctyz_3","stop_codon","Secreted insulinase like peptidase",1022995,1022997,2,"-","0"
"8844","CTYZ_00003144","Ctyz_3","gene",NA,1027217,1030840,3623,"-",NA
"8845","CTYZ_00003144","Ctyz_3","transcript","Insulinase (Peptidase family M16)",1027217,1030840,3623,"-",NA
"8846","CTYZ_00003144","Ctyz_3","exon","Insulinase (Peptidase family M16)",1027217,1030840,3623,"-",NA
"8847","CTYZ_00003144","Ctyz_3","CDS","Insulinase (Peptidase family M16)",1027220,1030840,3620,"-","0"
"8848","CTYZ_00003144","Ctyz_3","start_codon","Insulinase (Peptidase family M16)",1030838,1030840,2,"-","0"
"8849","CTYZ_00003144","Ctyz_3","stop_codon","Insulinase (Peptidase family M16)",1027217,1027219,2,"-","0"
"8850","CTYZ_00003145","Ctyz_3","gene",NA,1031516,1034776,3260,"-",NA
"8851","CTYZ_00003145","Ctyz_3","transcript","Secreted insulinase like peptidase/M16 peptidase-like Metalloenzyme",1031516,1034776,3260,"-",NA
"8852","CTYZ_00003145","Ctyz_3","exon","Secreted insulinase like peptidase/M16 peptidase-like Metalloenzyme",1031516,1034776,3260,"-",NA
